2022-05-21,EXPENDITURE,360,RETREAT,13129
2022-05-21,EXPENDITURE,1500,WITHDRAWN,11629
2022-05-23,EXPENDITURE,30,CREDIT,11599
2022-05-24,EXPENDITURE,140,SUPPER,11459
2022-05-25,EXPENDITURE,80,LUNCH,11379
2022-05-26,EXPENDITURE,60,CREDIT,11319
2022-05-27,EXPENDITURE,350,SUPPER,10969
2022-05-28,EXPENDITURE,30,CREDIT,10939
2022-05-28,EXPENDITURE,445,SUPPER,10494
2022-05-28,EXPENDITURE,20,CREDIT,10474
2022-05-28,EXPENDITURE,176,BREAKFAST,10298
2022-05-29,EXPENDITURE,20,CREDIT,10278
2022-05-29,EXPENDITURE,435,SUPPER,9843
2022-05-30,EXPENDITURE,20,CREDIT,9823
2022-05-30,EXPENDITURE,131,SUPPER,9692
2022-05-30,EXPENDITURE,60,BREAKFAST,9632
2022-05-31,EXPENDITURE,101,CREDIT,9531
2022-05-31,EXPENDITURE,90,LUNCH,9441
2021-05-31,EXPENDITURE,436,SUPPER,9005
2022-06-02,EXPENDITURE,2242,CSR,6763
2022-06-02,EXPENDITURE,500,WITHDRAWN,6263
2022-06-02,INCOME,10000,FORMODE,16263
2022-06-02,EXPENDITURE,1930,RETREAT,14333
2022-06-02,EXPENDITURE,20,CREDIT,14313
2022-06-03,EXPENDITURE,550,HEALTHCARE,13763
2022-06-03,EXPENDITURE,230,SUPPER,13533
2022-06-04,EXPENDITURE,45,CREDIT,13488
2022-06-04,EXPENDITURE,40,LUNCH,13448
2022-06-04,EXPENDITURE,100,SUPPER,13348
2022-06-05,EXPENDITURE,31,CREDIT,13317
2022-06-05,EXPENDITURE,1534,THANKSGIVING,11783
2022-06-05,EXPENDITURE,130,SUPPER,11653
2022-06-06,EXPENDITURE,70,LUNCH,11583
2022-06-06,EXPENDITURE,100,KINYOZI,11483
2022-06-06,EXPENDITURE,40,LUNCH,11443
2022-06-06,EXPENDITURE,111,SUPPER,11332
2022-06-02,EXPENDITURE,2242,CSR,9090
2022-06-07,EXPENDITURE,70,LUNCH,9020
2022-06-07,EXPENDITURE,20,CREDIT,9000
2022-06-07,EXPENDITURE,250,SUPPER,8750
2022-06-07,EXPENDITURE,70,BREAKFAST,8680
2022-06-08,EXPENDITURE,20,BUNDLES,8660
2022-06-08,EXPENDITURE,130,SUPPER,8530
2022-06-08,EXPENDITURE,60,BREAKFAST,8470
2022-06-09,EXPENDITURE,740,SUPPER,7730
2022-06-09,EXPENDITURE,206,BREAKFAST,7524
2022-06-09,EXPENDITURE,21,CREDIT,7503
2022-06-10,EXPENDITURE,1350,CSR,6153
2022-06-10,EXPENDITURE,45,LUNCH,6108
2022-06-10,EXPENDITURE,30,BREAKFAST,6078
2022-06-11,EXPENDITURE,150,SUPPER,5928
2022-06-11,EXPENDITURE,100,BREAKFAST,5828
2022-06-12,EXPENDITURE,20,CREDIT,5808
2022-06-13,EXPENDITURE,65,LUNCH,5743
2022-06-13,EXPENDITURE,100,SUPPER,5643
2022-06-14,EXPENDITURE,70,LUNCH,5573
2022-06-14,EXPENDITURE,100,SUPPER,5473
2022-06-14,EXPENDITURE,70,BREAKFAST,5403
2022-06-15,EXPENDITURE,50,CREDIT,5353
2022-06-15,EXPENDITURE,20,CREDIT,5333
2022-06-15,EXPENDITURE,500,WITHDRAWN,4833
2022-06-15,INCOME,450,FORMODE,5283
2022-06-15,INCOME,100,FORMODE,5383
